"plate.name","well","value"
"PeleGHPlate2","F06","EZE_EZ1_3"
"PeleGHPlate2","F07","KB_K19_8"
"PeleGHPlate2","F08","ME_ME6_22"
"PeleGHPlate2","F09","HB_HB11_10"
"PeleGHPlate2","F10","UDP_UP45_14"
"PeleGHPlate2","F11","UDP_UP45_23"
"PeleGHPlate2","F12","UDP_UD14_2"
"PeleGHPlate2","G01","WOR_FG20_2"
"PeleGHPlate2","G02","VR_VR27_7"
"PeleGHPlate2","G03","EZE_EZ1_1"
"PeleGHPlate2","G04","WOR_FG21_2"
"PeleGHPlate2","G05","EZE_EZ16_2"
"PeleGHPlate2","G06","ME_ME17_11"
"PeleGHPlate2","G07","MID_MB16_1"
"PeleGHPlate2","G08","VR_VR27_11"
"PeleGHPlate2","G09","HB_HB49_7"
"PeleGHPlate2","G10","PKHLEI_LG15_3"
"PeleGHPlate2","G11","ME_ME8_1"
"PeleGHPlate2","G12","KB_K19_6"
"PeleGHPlate2","H01","ME_ME9_4"
"PeleGHPlate2","H02","HB_HB41_11"
"PeleGHPlate2","H03","KB_K13_8"
"PeleGHPlate2","H04","ME_ME6_24"
"PeleGHPlate2","H05","NR_NR7_1"
"PeleGHPlate2","H06","HB_HB49_3"
"PeleGHPlate2","H07","VR_VR25_1"
"PeleGHPlate2","H08","ME_ME17_3"
"PeleGHPlate2","H09","HB_HB47_2"
"PeleGHPlate2","H10","KB_K6_1"
"PeleGHPlate2","H11","KB_K7_2"
"PeleGHPlate2","H12","VR_VR27_1"
"PeleGHPlate3","A01","UDP_M8_6"
"PeleGHPlate3","A02","HB_HB11_17"
"PeleGHPlate3","A03","SEW_SEWUSE3_1"
"PeleGHPlate3","A04","VR_VR31_2"
"PeleGHPlate3","A05","KB_K15_8"
"PeleGHPlate3","A06","EZE_EZ7_1"
"PeleGHPlate3","A07","UDP_M13_8"
"PeleGHPlate3","A08","UDP_M13_2"
"PeleGHPlate3","A09","UDP_UP39_5"
"PeleGHPlate3","A10","NR_NR6_2"
"PeleGHPlate3","A11","WOR_fg2_1"
"PeleGHPlate3","A12","HB_HB46_4"
"PeleGHPlate3","B01","ORW_ORW1_1"
"PeleGHPlate3","B02","UDP_M13_27"
"PeleGHPlate3","B03","UDP_M13_3"
"PeleGHPlate3","B04","KB_K15_1"
"PeleGHPlate3","B05","ME_ME2_7"
"PeleGHPlate3","B06","EZE_EZ5_5"
"PeleGHPlate3","B07","UDP_UD20_1"
"PeleGHPlate3","B08","UDP_UD13_7"
"PeleGHPlate3","B09","HB_HB47_1"
"PeleGHPlate3","B10","UDP_M13_1"
"PeleGHPlate3","B11","EZE_EZ16_3"
"PeleGHPlate3","B12","ME_ME6_8"
"PeleGHPlate3","C01","UDP_M1U_2"
"PeleGHPlate3","C02","KB_K100_2"
"PeleGHPlate3","C03","ME_ME6_31"
"PeleGHPlate3","C04","UDP_UP38_21"
"PeleGHPlate3","C05","HB_HB17_2"
"PeleGHPlate3","C06","UDP_M13_1"
"PeleGHPlate3","C07","ME_ME17_4"
"PeleGHPlate3","C08","HB_HB32_1"
"PeleGHPlate3","C09","FG_FG27_3"
"PeleGHPlate3","C10","MID_1607_1"
"PeleGHPlate3","C11","ORW_ORW1_2"
"PeleGHPlate3","C12","HB_HB49_4"
"PeleGHPlate3","D01","PKHLEI_LG15_1"
"PeleGHPlate3","D02","SEW_SEW6_3"
"PeleGHPlate3","D03","HB_HB46_1"
"PeleGHPlate3","D04","UDP_M5_2"
"PeleGHPlate3","D05","EZE_EZ5_1"
"PeleGHPlate3","D06","UDP_UP45_3"
"PeleGHPlate3","D07","EZE_EZ9_4"
"PeleGHPlate3","D08","EZE_EZ8_2"
"PeleGHPlate3","D09","UDP_UD13_4"
"PeleGHPlate3","D10","UDP_M13_4"
"PeleGHPlate3","D11","ME_ME6_26"
"PeleGHPlate3","D12","VR_VR27_8"
"PeleGHPlate3","E01","ME_ME8_24"
"PeleGHPlate3","E02","VR_VR27_5"
"PeleGHPlate3","E03","EZE_EZ2_3"
"PeleGHPlate3","E04","EZE_EZ4_3"
"PeleGHPlate3","E05","UDP_UD10_3"
"PeleGHPlate3","E06","VR_VR3_1"
"PeleGHPlate3","E07","KB_K15_4"
"PeleGHPlate3","E08","UDP_M4_4"
"PeleGHPlate3","E09","HB_HB19_5"
"PeleGHPlate3","E10","EZE_EZ4_2"
"PeleGHPlate3","E11","ME_ME6_21"
"PeleGHPlate3","E12","SB_SB7_1"
"PeleGHPlate3","F01","PK_D_3"
"PeleGHPlate3","F02","ME_ME17_33"
"PeleGHPlate3","F03","ME_ME6_3"
"PeleGHPlate3","F04","HB_HB19_3"
"PeleGHPlate3","F05","HB_HB41_5"
"PeleGHPlate3","F06","UDP_UD13_22"
"PeleGHPlate3","F07","VR_VR10_1"
"PeleGHPlate3","F08","UDP_UD14_1"
"PeleGHPlate3","F09","EZE_EZ9_1"
"PeleGHPlate3","F10","ME_ME2_4"
"PeleGHPlate3","F11","UDP_UP38_10"
"PeleGHPlate3","F12","WOR_FG30_1"
"PeleGHPlate3","G01","ME_ME6_27"
"PeleGHPlate3","G02","UDP_UD13_1"
"PeleGHPlate3","G03","UDP_M1U_4"
"PeleGHPlate3","G04","LG_LG16_1"
"PeleGHPlate3","G05","EZE_EZ5_3"
"PeleGHPlate3","G06","UDP_UD4_8"
"PeleGHPlate3","G07","ME_ME17_31"
"PeleGHPlate3","G08","HB_HB28_2"
"PeleGHPlate3","G09","HB_HB32_4"
"PeleGHPlate3","G10","UDP_M8_3"
"PeleGHPlate3","G11","UDP_UD4_1"
"PeleGHPlate3","G12","SEW_SEW6_2"
"PeleGHPlate3","H01","VR_VR31_3"
"PeleGHPlate3","H02","UDP_UP39_6"
"PeleGHPlate3","H03","UDP_UP38_17"
"PeleGHPlate3","H04","HB_HB14_6"
"PeleGHPlate3","H05","ME_ME8_22"
"PeleGHPlate3","H06","KB_K15_6"
"PeleGHPlate3","H07","HB_HB47_6"
"PeleGHPlate3","H08","KB_K13_11"
"PeleGHPlate3","H09","HB_HB41_4"
"PeleGHPlate3","H10","UDP_UD10_8"
"PeleGHPlate3","H11","ME_ME8_3"
"PeleGHPlate3","H12","UDP_UP38_18"
"PeleGHPlate4","A01","HB_HB28_5"
"PeleGHPlate4","A02","UDP_UD10_6"
"PeleGHPlate4","A03","MID_MB14_1"
"PeleGHPlate4","A04","UDP_M13_10"
"PeleGHPlate4","A05","ME_MEP2_6"
"PeleGHPlate4","A06","ME_ME17_12"
"PeleGHPlate4","A07","HB_HB17_3"
"PeleGHPlate4","A08","ME_ME6_4"
"PeleGHPlate4","A09","KB_K15_3"
"PeleGHPlate4","A10","ME_ME6_11"
"PeleGHPlate4","A11","UDP_UD20_2"
"PeleGHPlate4","A12","UDP_UD13_21"
"PeleGHPlate4","B01","KB_K7_1"
"PeleGHPlate4","B02","KB_K13_7"
"PeleGHPlate4","B03","UDP_UP39_1"
"PeleGHPlate4","B04","EZE_EZ5_4"
"PeleGHPlate4","B05","UDP_M5_1"
"PeleGHPlate4","B06","HB_HB11_3"
"PeleGHPlate4","B07","VR_VR27_4"
"PeleGHPlate4","B08","EZE_EZ19_1"
"PeleGHPlate4","B09","SB_SB6_1"
"PeleGHPlate4","B10","EZE_EZ11_1"
"PeleGHPlate4","B11","ME_ME2_6"
"PeleGHPlate4","B12","HB_HB11_1"
"PeleGHPlate4","C01","ME_ME6_23"
"PeleGHPlate4","C02","EZE_EZ7_3"
"PeleGHPlate4","C03","UDP_M4_2"
"PeleGHPlate4","C04","UDP_M1U_1"
"PeleGHPlate4","C05","WOR_FG20_6"
"PeleGHPlate4","C06","UDP_UD4_7"
"PeleGHPlate4","C07","NR_NR12_2"
"PeleGHPlate4","C08","UDP_UP39_7"
"PeleGHPlate4","C09","ME_ME17_10"
"PeleGHPlate4","C10","KB_K15_7"
"PeleGHPlate4","C11","ME_ME6_32"
"PeleGHPlate4","C12","ME_ME8_23"
"PeleGHPlate4","D01","SB_SB10_1"
"PeleGHPlate4","D02","FG_FG24_10"
"PeleGHPlate4","D03","SB_SB9_1"
"PeleGHPlate4","D04","VR_VR27_2"
"PeleGHPlate4","D05","HB_HB19_2"
"PeleGHPlate4","D06","ME_ME9_1"
"PeleGHPlate4","D07","UDP_UP45_22"
"PeleGHPlate4","D08","VR_VR13_6"
"PeleGHPlate4","D09","EZE_EZ1_6"
"PeleGHPlate4","D10","UDP_UD13_19"
"PeleGHPlate4","D11","UDP_UP38_22"
"PeleGHPlate4","D12","ME_ME8_26"
"PeleGHPlate4","E01","UDP_UD20_4"
"PeleGHPlate4","E02","UDP_UP39_9"
"PeleGHPlate4","E03","ORW_ORW12_1"
"PeleGHPlate4","E04","SB_SW13_1"
"PeleGHPlate4","E05","EZE_EZ10_2"
"PeleGHPlate4","E06","UDP_UD20_11"
"PeleGHPlate4","E07","ME_ME8_2"
"PeleGHPlate4","E08","UDP_M13_9"
"PeleGHPlate4","E09","KB_K100_3"
"PeleGHPlate4","E10","HB_HB47_3"
"PeleGHPlate4","E11","KB_K13_9"
"PeleGHPlate4","E12","VR_VR27_6"
"PeleGHPlate4","F01","EZE_EZ2_4"
"PeleGHPlate4","F02","HB_HB16_6"
"PeleGHPlate4","F03","UDP_M8_1"
"PeleGHPlate4","F04","ME_ME6_30"
"PeleGHPlate4","F05","UDP_UP45_20"
"PeleGHPlate4","F06","EZE_EZ4_4"
"PeleGHPlate4","F07","MID_MB14_2"
"PeleGHPlate4","F08","SB_SB16_2"
"PeleGHPlate4","F09","WOR_FG20_1"
"PeleGHPlate4","F10","KB_K13_1"
"PeleGHPlate4","F11","EZE_EZ1_4"
"PeleGHPlate4","F12","ME_ME17_27"
"PeleGHPlate4","G01","UDP_M13_6"
"PeleGHPlate4","G02","UDP_M1U_7"
"PeleGHPlate4","G03","ME_ME9_3"
"PeleGHPlate4","G04","WOR_fg2_4"
"PeleGHPlate4","G05","EZE_EZ6_3"
"PeleGHPlate4","G06","UDP_UP38_4"
"PeleGHPlate4","G07","NR_NR6_2"
"PeleGHPlate4","G08","MID_MB11_2"
"PeleGHPlate4","G09","ME_MEP2_8"
"PeleGHPlate4","G10","UDP_UP45_4"
"PeleGHPlate4","G11","VR_VR19_1"
"PeleGHPlate4","G12","VR_VR32_2"
"PeleGHPlate4","H01","PK_P20_1"
"PeleGHPlate4","H02","UDP_UD14_3"
"PeleGHPlate4","H03","KB_K3_2"
"PeleGHPlate4","H04","UDP_M13_2"
"PeleGHPlate4","H05","UDP_UD4_5"
"PeleGHPlate4","H06","WOR_FG20_3"
"PeleGHPlate4","H07","EZE_EZ1_2"
"PeleGHPlate4","H08","UDP_UP38_6"
"PeleGHPlate4","H09","EZE_EZ11_3"
"PeleGHPlate4","H10","ME_ME17_25"
"PeleGHPlate4","H11","UDP_UD14_5"
"PeleGHPlate4","H12","ME_ME6_10"
"PeleGHPlate5","A01","UDP_UD13_17"
"PeleGHPlate5","A02","WOR_FG1_3"
"PeleGHPlate5","A03","ME_MEP2_2"
"PeleGHPlate5","A04","HB_HB11_15"
"PeleGHPlate5","A05","HB_HB41_6"
"PeleGHPlate5","A06","PKHLEI_LG15_2"
"PeleGHPlate5","A07","ME_ME6_28"
"PeleGHPlate5","A08","UDP_UD20_9"
"PeleGHPlate5","A09","KB_K19_3"
"PeleGHPlate5","A10","UDP_UP45_6"
"PeleGHPlate5","A11","HB_HB46_2"
"PeleGHPlate5","A12","UDP_UP45_15"
"PeleGHPlate5","B01","UDP_UD4_12"
"PeleGHPlate5","B02","HB_HB32_6"
"PeleGHPlate5","B03","HB_HB16_2"
"PeleGHPlate5","B04","EZE_EZ2_2"
"PeleGHPlate5","B05","UDP_UP38_20"
"PeleGHPlate5","B06","HB_HB17_5"
"PeleGHPlate5","B07","ME_ME17_2"
"PeleGHPlate5","B08","KB_K7_3"
"PeleGHPlate5","B09","VR_VR31_1"
"PeleGHPlate5","B10","VR_VR31_4"
"PeleGHPlate5","B11","EZE_EZ7_2"
"PeleGHPlate5","B12","FG_FG24_4"
"PeleGHPlate5","C01","PKHLEI_LG9_1"
"PeleGHPlate5","C02","SEW_SEW6_4"
"PeleGHPlate5","C03","KB_K8_1"
"PeleGHPlate5","C04","NR_NR8_14"
"PeleGHPlate5","C05","UDP_UD14_6"
"PeleGHPlate5","C06","UDP_M1U_5"
"PeleGHPlate5","C07","UDP_UP39_3"
"PeleGHPlate5","C08","EZE_EZ11_7"
"PeleGHPlate5","C09","VR_VR3_2"
"PeleGHPlate5","C10","UDP_UP45_13"
"PeleGHPlate5","C11","PKHLEI_LG15_6"
"PeleGHPlate5","C12","UDP_UD4_3"
"PeleGHPlate5","D01","MB_MB16_2"
"PeleGHPlate5","D02","FG_FG24_6"
"PeleGHPlate5","D03","ME_ME17_23"
"PeleGHPlate5","D04","UDP_UD10_4"
"PeleGHPlate5","D05","UDP_M13_7"
"PeleGHPlate5","D06","VR_VR35_1"
"PeleGHPlate5","D07","UDP_UP45_11"
"PeleGHPlate5","D08","HB_HB41_2"
"PeleGHPlate5","D09","UDP_UD13_10"
"PeleGHPlate5","D10","KB_K15_11"
"PeleGHPlate5","D11","UDP_M5_5"
"PeleGHPlate5","D12","FG_FG27_2"
"PeleGHPlate5","E01","KB_K19_1"
"PeleGHPlate5","E02","KB_K13_3"
"PeleGHPlate5","E03","ME_ME6_2"
"PeleGHPlate5","E04","HB_HB11_7"
"PeleGHPlate5","E05","UDP_UP38_16"
"PeleGHPlate5","E06","VR_VR23_18"
"PeleGHPlate5","E07","EZE_EZ5_6"
"PeleGHPlate5","E08","HB_HB16_4"
"PeleGHPlate5","E09","KB_K13_5"
"PeleGHPlate5","E10","UDP_M13_5"
"PeleGHPlate5","E11","UDP_M1U_3"
"PeleGHPlate5","E12","SB_SB10_3"
"PeleGHPlate5","F01","ME_ME17_29"
"PeleGHPlate5","F02","PK_ORW8_1"
"PeleGHPlate5","F03","UDP_UD5_2"
"PeleGHPlate5","F04","UDP_UP38_8"
"PeleGHPlate5","F05","HB_HB47_8"
"PeleGHPlate5","F06","HB_HB49_6"
"PeleGHPlate5","F07","ME_ME2_2"
"PeleGHPlate5","F08","UDP_M8_5"
"PeleGHPlate5","F09","HB_HB14_1"
"PeleGHPlate5","F10","VR_VR1_9"
"PeleGHPlate5","F11","SEW_SEW6_8"
"PeleGHPlate5","F12","UDP_UP45_24"
"PeleGHPlate5","G01","VR_VR16_2"
"PeleGHPlate5","G02","ME_ME6_6"
"PeleGHPlate5","G03","UDP_UP38_24"
"PeleGHPlate5","G04","ME_ME8_11"
"PeleGHPlate5","G05","ME_ME17_9"
"PeleGHPlate5","G06","ME_ME8_6"
"PeleGHPlate5","G07","UDP_UD20_6"
"PeleGHPlate5","G08","ME_ME17_7"
"PeleGHPlate5","G09","HB_HB11_5"
"PeleGHPlate5","G10","UDP_M1U_9"
"PeleGHPlate5","G11","ME_ME8_8"
"PeleGHPlate5","G12","HB_HB28_4"
"PeleGHPlate5","H01","NR_NR12_4"
"PeleGHPlate5","H02","SEW_SEWUSE3_2"
"PeleGHPlate5","H03","HB_HB17_1"
"PeleGHPlate5","H04","UDP_M13_30"
"PeleGHPlate5","H05","UDP_UD13_2"
"PeleGHPlate5","H06","HB_HB41_12"
"PeleGHPlate5","H07","UDP_UD20_8"
"PeleGHPlate5","H08","MID_MB12_1"
"PeleGHPlate5","H09","SB_SW4_1"
"PeleGHPlate5","H10","HB_HB11_9"
"PeleGHPlate5","H11","ME_MEP2_4"
"PeleGHPlate5","H12","WOR_FG21_1"
"PeleGHPlate6","A01","KB_K6_2"
"PeleGHPlate6","A02","HB_HB47_5"
"PeleGHPlate6","A03","HB_HB14_3"
"PeleGHPlate6","A04","PVR4_1"
"PeleGHPlate6","A05","PHB33_4"
"PeleGHPlate6","A06","PME10_3"
"PeleGHPlate6","A07","PM16U_6"
"PeleGHPlate6","A08","PME15_4"
"PeleGHPlate6","A09","PEZ1_5"
"PeleGHPlate6","A10","PMB16_2"
"PeleGHPlate6","A11","PK19_11"
"PeleGHPlate6","A12","PUD11_1"
"PeleGHPlate6","B01","HB_HB49_1"
"PeleGHPlate6","B02","EZE_EZ9_3"
"PeleGHPlate6","B03","ME_ME17_5"
"PeleGHPlate6","B04","PM16U_4"
"PeleGHPlate6","B05","PEZ1_1"
"PeleGHPlate6","B06","PUD4_2"
"PeleGHPlate6","B07","PSW4_2"
"PeleGHPlate6","B08","PPK20_4"
"PeleGHPlate6","B09","PM16U_8"
"PeleGHPlate6","B10","PFG29_1"
"PeleGHPlate6","B11","PUD11_5"
"PeleGHPlate6","B12","PHB33_2"
"PeleGHPlate6","C01","KB_K19_9"
"PeleGHPlate6","C02","UDP_UP38_2"
"PeleGHPlate6","C03","UDP_UD4_9"
"PeleGHPlate6","C04","PK15_2"
"PeleGHPlate6","C05","PM16U_2"
"PeleGHPlate6","C06","PUD7_1"
"PeleGHPlate6","C07","PSW11_5"
"PeleGHPlate6","C08","PSEW3_1"
"PeleGHPlate6","C09","PEZ2_1"
"PeleGHPlate6","C10","PUD11_3"
"PeleGHPlate6","C11","PME10_5"
"PeleGHPlate6","C12","PK3_3"
"PeleGHPlate6","D01","HB_HB11_11"
"PeleGHPlate6","D02","ME_ME9_5"
"PeleGHPlate6","D03","UDP_M5_3"
"PeleGHPlate6","D04","PK19_17"
"PeleGHPlate6","D05","PMB16_4"
"PeleGHPlate6","D06","PK19_7"
"PeleGHPlate6","D07","PK13_2"
"PeleGHPlate6","D08","PK19_21"
"PeleGHPlate6","D09","PUD7_5"
"PeleGHPlate6","D10","PFG17_1"
"PeleGHPlate6","D11","PK100_3"
"PeleGHPlate6","D12","PME15_2"
"PeleGHPlate6","E01","UDP_UD13_12"
"PeleGHPlate6","E02","KB_K15_5"
"PeleGHPlate6","E03","PEZ3_1"
"PeleGHPlate6","E04","PME10_1"
"PeleGHPlate6","E05","PSW11_1"
"PeleGHPlate6","E06","PSB10_2"
"PeleGHPlate6","E07","PK15_8"
"PeleGHPlate6","E08","PHB5_2"
"PeleGHPlate6","E09","PK3_1"
"PeleGHPlate6","E10","PHB15_1"
"PeleGHPlate6","E11","Pfg2_4"
"PeleGHPlate6","E12","PM16U_3"
"PeleGHPlate6","F01","HB_HB46_6"
"PeleGHPlate6","F02","ME_MEP2_9"
"PeleGHPlate6","F03","PNR8_3"
"PeleGHPlate6","F04","PUD4_6"
"PeleGHPlate6","F05","PK100_4"
"PeleGHPlate6","F06","PNR16_1"
"PeleGHPlate6","F07","PHB5_4"
"PeleGHPlate6","F08","PUD7_9"
"PeleGHPlate6","F09","PSW4_4"
"PeleGHPlate6","F10","PSB16_2"
"PeleGHPlate6","F11","PME16_1"
"PeleGHPlate6","F12","PPK20_2"
"PeleGHPlate6","G01","ME_ME8_5"
"PeleGHPlate6","G02","PK_PH13_1"
"PeleGHPlate6","G03","PK19_9"
"PeleGHPlate6","G04","PUD7_3"
"PeleGHPlate6","G05","PSW11_3"
"PeleGHPlate6","G06","PME16_4"
"PeleGHPlate6","G07","PMB12_4"
"PeleGHPlate6","G08","PK19_1"
"PeleGHPlate6","G09","PK19_15"
"PeleGHPlate6","G10","PNR8_1"
"PeleGHPlate6","G11","PK19_13"
"PeleGHPlate6","G12","PMB12_1"
"PeleGHPlate6","H01","HB_HB41_14"
"PeleGHPlate6","H02","UDP_UD13_6"
"PeleGHPlate6","H03","PK100_1"
"PeleGHPlate6","H04","PK6_1"
"PeleGHPlate6","H05","PSWEUSE3_1"
"PeleGHPlate6","H06","Pfg2_2"
"PeleGHPlate6","H07","PK6_2"
"PeleGHPlate6","H08","PM1U_6"
"PeleGHPlate6","H09","PM1U_2"
"PeleGHPlate6","H10","Pfg2_6"
"PeleGHPlate6","H11","PSB16_6"
"PeleGHPlate6","H12","PHB15_2"
"PeleGHPlate7","A01","PK15_3"
"PeleGHPlate7","A02","PUD7_7"
"PeleGHPlate7","A03","PHB13_1"
"PeleGHPlate7","A04","PK6_1"
"PeleGHPlate7","A05","PME16_2"
"PeleGHPlate7","A06","PK19_10"
"PeleGHPlate7","A07","PHB5_5"
"PeleGHPlate7","A08","PK19_18"
"PeleGHPlate7","A09","PK19_16"
"PeleGHPlate7","A10","PUD11_2"
"PeleGHPlate7","A11","PK7_1"
"PeleGHPlate7","A12","PSB10_5"
"PeleGHPlate7","B01","PK19_24"
"PeleGHPlate7","B02","PK19_3"
"PeleGHPlate7","B03","PM1U_5"
"PeleGHPlate7","B04","PUD7_8"
"PeleGHPlate7","B05","PME10_2"
"PeleGHPlate7","B06","PFG21_4"
"PeleGHPlate7","B07","PSB10_3"
"PeleGHPlate7","B08","PUD7_10"
"PeleGHPlate7","B09","PUD11_6"
"PeleGHPlate7","B10","PK19_2"
"PeleGHPlate7","B11","PK15_5"
"PeleGHPlate7","B12","PK3_2"
"PeleGHPlate7","C01","PK19_22"
"PeleGHPlate7","C02","PUD11_7"
"PeleGHPlate7","C03","PHB5_3"
"PeleGHPlate7","C04","PK7_2"
"PeleGHPlate7","C05","PME17_1"
"PeleGHPlate7","C06","PSB16_9"
"PeleGHPlate7","C07","PM1U_3"
"PeleGHPlate7","C08","PEZ1_6"
"PeleGHPlate7","C09","PK15_9"
"PeleGHPlate7","C10","PME10_4"
"PeleGHPlate7","C11","PK19_12"
"PeleGHPlate7","C12","PK19_6"
"PeleGHPlate7","D01","PPK20_1"
"PeleGHPlate7","D02","PSB16_4"
"PeleGHPlate7","D03","PMB12_3"
"PeleGHPlate7","D04","PK6_3"
"PeleGHPlate7","D05","PUD7_6"
"PeleGHPlate7","D06","PSB16_3"
"PeleGHPlate7","D07","PK13_3"
"PeleGHPlate7","D08","PHB33_1"
"PeleGHPlate7","D09","PSWEUSE3_2"
"PeleGHPlate7","D10","PK13_1"
"PeleGHPlate7","D11","PSB16_7"
"PeleGHPlate7","D12","PK19_20"
"PeleGHPlate7","E01","PEZ1_3"
"PeleGHPlate7","E02","PK19_5"
"PeleGHPlate7","E03","PHB33_3"
"PeleGHPlate7","E04","PEZ1_7"
"PeleGHPlate7","E05","PHB13_2"
"PeleGHPlate7","E06","PMB16_1"
"PeleGHPlate7","E07","PHB12_1"
"PeleGHPlate7","E08","PUD4_1"
"PeleGHPlate7","E09","PHB33_5"
"PeleGHPlate7","E10","PSEW3_2"
"PeleGHPlate7","E11","PK100_2"
"PeleGHPlate7","E12","Pfg2_1"
"PeleGHPlate7","F01","PME16_3"
"PeleGHPlate7","F02","PK19_19"
"PeleGHPlate7","F03","PUD4_5"
"PeleGHPlate7","F04","PUD4_3"
"PeleGHPlate7","F05","PHB5_1"
"PeleGHPlate7","F06","PUD7_2"
"PeleGHPlate7","F07","PVR1_1"
"PeleGHPlate7","F08","PUD7_4"
"PeleGHPlate7","F09","PFG21_2"
"PeleGHPlate7","F10","PVR1_2"
"PeleGHPlate7","F11","PNR8_2"
"PeleGHPlate7","F12","PPK20_3"
"PeleGHPlate7","G01","PHB12_2"
"PeleGHPlate7","G02","PK15_6"
"PeleGHPlate7","G03","PK19_26"
"PeleGHPlate7","G04","PK8_1"
"PeleGHPlate7","G05","PSB16_1"
"PeleGHPlate7","G06","Pfg2_5"
"PeleGHPlate7","G07","PMB16_3"
"PeleGHPlate7","G08","PM16U_7"
"PeleGHPlate7","G09","PUD4_7"
"PeleGHPlate7","G10","PME15_3"
"PeleGHPlate7","G11","PK15_1"
"PeleGHPlate7","G12","PEZ1_2"
"PeleGHPlate7","H01","PSB16_8"
"PeleGHPlate7","H02","PUD4_4"
"PeleGHPlate7","H03","PHB15_3"
"PeleGHPlate7","H04","PHB12_3"
"PeleGHPlate7","H05","PUD11_4"
"PeleGHPlate7","H06","PK19_4"
"PeleGHPlate7","H07","PEZ5_2"
"PeleGHPlate7","H08","PM16U_1"
"PeleGHPlate7","H09","PK15_4"
"PeleGHPlate7","H10","PM16U_5"
"PeleGHPlate7","H11","PSW11_2"
"PeleGHPlate7","H12","PEZ1_4"
"PeleGHPlate8","A01","PK19_14"
"PeleGHPlate8","A02","NR_NR9_1"
"PeleGHPlate8","A03","UDP_UP39_2"
"PeleGHPlate8","A04","UDP_UP45_10"
"PeleGHPlate8","A05","PK_PK2_2"
"PeleGHPlate8","A06","HB_HB43_7"
"PeleGHPlate8","A07","UDP_M8_9"
"PeleGHPlate8","A08","PK_ORW8_1"
"PeleGHPlate8","A09","NR_NR6_2"
"PeleGHPlate8","A10","HB_HB19_6"
"PeleGHPlate8","A11","PME15_1"
"PeleGHPlate8","A12","HB_HB41_10"
"PeleGHPlate8","B01","PME15_5"
"PeleGHPlate8","B02","UDP_UP38_25"
"PeleGHPlate8","B03","ME_ME8_10"
"PeleGHPlate8","B04","VR_VR27_7"
"PeleGHPlate8","B05","MID_MB12_2"
"PeleGHPlate8","B06","SW_SW4_2"
"PeleGHPlate8","B07","PK_PK2_1"
"PeleGHPlate8","B08","UDP_UP45_26"
"PeleGHPlate8","B09","EZE_EZ19_1"
"PeleGHPlate8","B10","EZE_EZ5_6"
"PeleGHPlate8","B11","PSW4_1"
"PeleGHPlate8","B12","ME_ME6_45"
"PeleGHPlate8","C01","PPK20_1"
"PeleGHPlate8","C02","UDP_UD4_11"
"PeleGHPlate8","C03","UDP_UD4_9"
"PeleGHPlate8","C04","KB_K13_2"
"PeleGHPlate8","C05","ME_ME6_12"
"PeleGHPlate8","C06","UDP_M8_6"
"PeleGHPlate8","C07","MID_MB14_1"
"PeleGHPlate8","C08","ME_ME6_13"
"PeleGHPlate8","C09","EZE_EZ8_4"
"PeleGHPlate8","C10","PK_D_6"
"PeleGHPlate8","C11","PORW14_1"
"PeleGHPlate8","C12","ME_ME8_26"
"PeleGHPlate8","D01","PEZ1_3"
"PeleGHPlate8","D02","EZE_EZ11_9"
"PeleGHPlate8","D03","NR_NR12_1"
"PeleGHPlate8","D04","UDP_UD13_9"
"PeleGHPlate8","D05","UDP_M8_6"
"PeleGHPlate8","D06","UDP_UP39_5"
"PeleGHPlate8","D07","VR_VR27_11"
"PeleGHPlate8","D08","UDP_M13_2"
"PeleGHPlate8","D09","MID_MB11_2"
"PeleGHPlate8","D10","SEW_SEW6_8"
"PeleGHPlate8","D11","PK19_3"
"PeleGHPlate8","D12","SW_SEW6_9"
"PeleGHPlate8","E01","PME16_3"
"PeleGHPlate8","E02","MID_M26_1"
"PeleGHPlate8","E03","NR_NR8_16"
"PeleGHPlate8","E04","ME_ME17_30"
"PeleGHPlate8","E05","HB_HB28_7"
"PeleGHPlate8","E06","UDP_M8_10"
"PeleGHPlate8","E07","UDP_M4_15"
"PeleGHPlate8","E08","VR_VR19_4"
"PeleGHPlate8","E09","UDP_UP38_6"
"PeleGHPlate8","E10","UDP_M4_14"
"PeleGHPlate8","E11","SW_SW13_1"
"PeleGHPlate8","E12","HB_HB17_6"
"PeleGHPlate8","F01","PHB12_2"
"PeleGHPlate8","F02","UDP_UP39_11"
"PeleGHPlate8","F03","EZE_EZ8_4"
"PeleGHPlate8","F04","NR_NR12_3"
"PeleGHPlate8","F05","MID_M22_2"
"PeleGHPlate8","F06","ME_ME17_22"
"PeleGHPlate8","F07","VR_VR16_3"
"PeleGHPlate8","F08","HB_HB17_3"
"PeleGHPlate8","F09","UDP_UD13_12"
"PeleGHPlate8","F10","HB_HB41_14"
"PeleGHPlate8","F11","KB_K15_31"
"PeleGHPlate8","F12","EZE_EZ2_5"
"PeleGHPlate8","G01","PSB16_8"
"PeleGHPlate8","G02","UDP_M13_11"
"PeleGHPlate8","G03","KB_K8_2"
"PeleGHPlate8","G04","VR_VR19_3"
"PeleGHPlate8","G05","VR_VR27_5"
"PeleGHPlate8","G06","HB_HB43_8"
"PeleGHPlate8","G07","ME_ME17_29"
"PeleGHPlate8","G08","HB_HB17_3"
"PeleGHPlate8","G09","NR_NR8_15"
