"plate.name","well","value"
"BrachypodiumPlate3","G01","MON2"
"BrachypodiumPlate3","G02","MUR2-31"
"BrachypodiumPlate3","G03","Pal2032"
"BrachypodiumPlate3","G04","Tek-1"
"BrachypodiumPlate3","G05","Tek-2"
"BrachypodiumPlate3","G06","Tek-3"
"BrachypodiumPlate3","G07","Tek-4"
"BrachypodiumPlate3","G08","Tek-5"
"BrachypodiumPlate3","G09","Tek-6"
"BrachypodiumPlate3","G10","Tek-7"
"BrachypodiumPlate3","G11","Tek-8"
"BrachypodiumPlate3","G12","Tek-10"
"BrachypodiumPlate3","H01","Tek-11"
"BrachypodiumPlate3","H02","Tek-12"
"BrachypodiumPlate3","H03","Bro1-1a"
"BrachypodiumPlate3","H04","Bro1-1b"
"BrachypodiumPlate3","H05","Bro1-2a"
"BrachypodiumPlate3","H06","Bro1-3a"
"BrachypodiumPlate3","H07","Bro1-3b"
"BrachypodiumPlate3","H08","Bro1-3c"
"BrachypodiumPlate3","H09","Bro2-1a"
"BrachypodiumPlate3","H10","Bro2-1b"
"BrachypodiumPlate3","H11","BdTR8f"
"BrachypodiumPlate3","H12",""
"BrachypodiumPlate4","A01","ABR3"
"BrachypodiumPlate4","A02","ABR5"
"BrachypodiumPlate4","A03","ARN1"
"BrachypodiumPlate4","A04","BdTR9g"
"BrachypodiumPlate4","A05","Cas2"
"BrachypodiumPlate4","A06","Gal1"
"BrachypodiumPlate4","A07","Gaz1"
"BrachypodiumPlate4","A08","Gaz6"
"BrachypodiumPlate4","A09","Kah4"
"BrachypodiumPlate4","A10","Koz1"
"BrachypodiumPlate4","A11","Men2"
"BrachypodiumPlate4","A12","Mig3"
"BrachypodiumPlate4","B01","Mon3"
"BrachypodiumPlate4","B02","Tek9"
"BrachypodiumPlate4","B03","Uni2"
"BrachypodiumPlate4","B04","Bdis03-1"
"BrachypodiumPlate4","B05","Bdis03-2"
"BrachypodiumPlate4","B06","Bdis03-3"
"BrachypodiumPlate4","B07","Bdis03-4"
"BrachypodiumPlate4","B08","Bdis03-5"
"BrachypodiumPlate4","B09","Bdis03-6"
"BrachypodiumPlate4","B10","Bdis03-7"
"BrachypodiumPlate4","B11","Bdis03-8"
"BrachypodiumPlate4","B12","Bdis03-9"
"BrachypodiumPlate4","C01","Bdis03-10"
"BrachypodiumPlate4","C02","Bdis05-1"
"BrachypodiumPlate4","C03","Bdis05-2"
"BrachypodiumPlate4","C04","Bdis05-3"
"BrachypodiumPlate4","C05","Bdis05-4"
"BrachypodiumPlate4","C06","Bdis05-5"
"BrachypodiumPlate4","C07","Bdis05-6"
"BrachypodiumPlate4","C08","Bdis05-7"
"BrachypodiumPlate4","C09","Bdis05-8"
"BrachypodiumPlate4","C10","Bdis05-9"
"BrachypodiumPlate4","C11","Bdis05-10"
"BrachypodiumPlate4","C12","Bdis22-1"
"BrachypodiumPlate4","D01","Bdis22-2"
"BrachypodiumPlate4","D02","Bdis22-3"
"BrachypodiumPlate4","D03","Bdis22-4"
"BrachypodiumPlate4","D04","Bdis22-5"
"BrachypodiumPlate4","D05","Bdis22-6"
"BrachypodiumPlate4","D06","Bdis22-7"
"BrachypodiumPlate4","D07","Bdis22-8"
"BrachypodiumPlate4","D08","Bdis22-9"
"BrachypodiumPlate4","D09","Bdis22-10"
"BrachypodiumPlate4","D10","Bdis23-1"
"BrachypodiumPlate4","D11","Bdis23-2"
"BrachypodiumPlate4","D12","Bdis23-3"
"BrachypodiumPlate4","E01","Bdis23-4"
"BrachypodiumPlate4","E02","Bdis23-5"
"BrachypodiumPlate4","E03","Bdis23-6"
"BrachypodiumPlate4","E04","Bdis23-7"
"BrachypodiumPlate4","E05","Bdis23-8"
"BrachypodiumPlate4","E06","Bdis23-9"
"BrachypodiumPlate4","E07","Bdis23-10"
"BrachypodiumPlate4","E08","Bdis25-1"
"BrachypodiumPlate4","E09","Bdis25-2"
"BrachypodiumPlate4","E10","Bdis25-3"
"BrachypodiumPlate4","E11","Bdis25-4"
"BrachypodiumPlate4","E12","Bdis25-5"
"BrachypodiumPlate4","F01","Bdis25-6"
"BrachypodiumPlate4","F02","Bdis25-7"
"BrachypodiumPlate4","F03","Bdis25-8"
"BrachypodiumPlate4","F04","Bdis25-9"
"BrachypodiumPlate4","F05","Bdis25-10"
"BrachypodiumPlate4","F06","Bdis28-1"
"BrachypodiumPlate4","F07","Bdis28-2"
"BrachypodiumPlate4","F08","Bdis28-3"
"BrachypodiumPlate4","F09","Bdis28-4"
"BrachypodiumPlate4","F10","Bdis28-5"
"BrachypodiumPlate4","F11","Bdis28-6"
"BrachypodiumPlate4","F12","Bdis28-7"
"BrachypodiumPlate4","G01","Bdis28-8"
"BrachypodiumPlate4","G02","Bdis28-9"
"BrachypodiumPlate4","G03","Bdis28-10"
"BrachypodiumPlate4","G04","Bdis31-1"
"BrachypodiumPlate4","G05","Bdis31-2"
"BrachypodiumPlate4","G06","Bdis31-3"
"BrachypodiumPlate4","G07","Bdis31-4"
"BrachypodiumPlate4","G08","Bdis31-5"
"BrachypodiumPlate4","G09","Bdis31-6"
"BrachypodiumPlate4","G10","Bdis31-7"
"BrachypodiumPlate4","G11","Bdis31-8"
"BrachypodiumPlate4","G12","Bdis31-9"
"BrachypodiumPlate4","H01","Bdis31-10"
"BrachypodiumPlate4","H02","Bdis32-1"
"BrachypodiumPlate4","H03","Bdis32-2"
"BrachypodiumPlate4","H04","Bdis32-3"
"BrachypodiumPlate4","H05","Bdis32-4"
"BrachypodiumPlate4","H06","Bdis32-5"
"BrachypodiumPlate4","H07","Bdis32-6"
"BrachypodiumPlate4","H08","Bdis32-7"
"BrachypodiumPlate4","H09","Bdis32-8"
"BrachypodiumPlate4","H10","Bdis32-9"
"BrachypodiumPlate4","H11","Bdis32-10"
"BrachypodiumPlate4","H12",""
"BrachypodiumPlate5","A01","Bdis03-11"
"BrachypodiumPlate5","A02","Bdis03-12"
"BrachypodiumPlate5","A03","Bdis03-13"
"BrachypodiumPlate5","A04","Bdis03-14"
"BrachypodiumPlate5","A05","Bdis03-15"
"BrachypodiumPlate5","A06","Bdis03-16"
"BrachypodiumPlate5","A07","Bdis03-17"
"BrachypodiumPlate5","A08","Bdis03-18"
"BrachypodiumPlate5","A09","Bdis03-19"
"BrachypodiumPlate5","A10","Bdis05-11"
"BrachypodiumPlate5","A11","Bdis05-12"
"BrachypodiumPlate5","A12","Bdis05-13"
"BrachypodiumPlate5","B01","Bdis05-14"
"BrachypodiumPlate5","B02","Bdis05-15"
"BrachypodiumPlate5","B03","Bdis05-16"
"BrachypodiumPlate5","B04","Bdis05-17"
"BrachypodiumPlate5","B05","Bdis05-18"
"BrachypodiumPlate5","B06","Bdis05-19"
"BrachypodiumPlate5","B07","Bdis22-11"
"BrachypodiumPlate5","B08","Bdis22-12"
"BrachypodiumPlate5","B09","Bdis22-13"
"BrachypodiumPlate5","B10","Bdis22-14"
"BrachypodiumPlate5","B11","Bdis22-15"
"BrachypodiumPlate5","B12","Bdis22-16"
"BrachypodiumPlate5","C01","Bdis22-17"
"BrachypodiumPlate5","C02","Bdis22-18"
"BrachypodiumPlate5","C03","Bdis22-19"
"BrachypodiumPlate5","C04","Bdis23-11"
"BrachypodiumPlate5","C05","Bdis23-12"
"BrachypodiumPlate5","C06","Bdis23-13"
"BrachypodiumPlate5","C07","Bdis23-14"
"BrachypodiumPlate5","C08","Bdis23-15"
"BrachypodiumPlate5","C09","Bdis23-16"
"BrachypodiumPlate5","C10","Bdis23-17"
"BrachypodiumPlate5","C11","Bdis25-11"
"BrachypodiumPlate5","C12","Bdis25-12"
"BrachypodiumPlate5","D01","Bdis25-13"
"BrachypodiumPlate5","D02","Bdis28-11"
"BrachypodiumPlate5","D03","Bdis28-12"
"BrachypodiumPlate5","D04","Bdis28-13"
"BrachypodiumPlate5","D05","Bdis28-14"
"BrachypodiumPlate5","D06","Bdis28-15"
"BrachypodiumPlate5","D07","Bdis28-16"
"BrachypodiumPlate5","D08","Bdis28-17"
"BrachypodiumPlate5","D09","Bdis28-18"
"BrachypodiumPlate5","D10","Bdis28-19"
"BrachypodiumPlate5","D11","Bdis28-20"
"BrachypodiumPlate5","D12","Bdis31-11"
"BrachypodiumPlate5","E01","Bdis31-12"
"BrachypodiumPlate5","E02","Bdis31-13"
"BrachypodiumPlate5","E03","Bdis31-14"
"BrachypodiumPlate5","E04","Bdis31-15"
"BrachypodiumPlate5","E05","Bdis31-16"
"BrachypodiumPlate5","E06","Bdis31-17"
"BrachypodiumPlate5","E07","Bdis31-18"
"BrachypodiumPlate5","E08","Bdis31-19"
"BrachypodiumPlate5","E09","Bdis31-20"
"BrachypodiumPlate5","E10","Bdis32-11"
"BrachypodiumPlate5","E11","Bdis32-12"
"BrachypodiumPlate5","E12","Bdis32-13"
"BrachypodiumPlate5","F01","Bdis32-14"
"BrachypodiumPlate5","F02","Bdis32-15"
"BrachypodiumPlate5","F03","Bdis32-16"
"BrachypodiumPlate5","F04","Bdis32-17"
"BrachypodiumPlate5","F05","Bdis32-18"
"BrachypodiumPlate5","F06","Bdis32-19"
"BrachypodiumPlate5","F07",""
"BrachypodiumPlate5","F08",""
"BrachypodiumPlate5","F09",""
"BrachypodiumPlate5","F10",""
"BrachypodiumPlate5","F11",""
"BrachypodiumPlate5","F12",""
"BrachypodiumPlate5","G01",""
"BrachypodiumPlate5","G02",""
"BrachypodiumPlate5","G03",""
"BrachypodiumPlate5","G04",""
"BrachypodiumPlate5","G05",""
"BrachypodiumPlate5","G06",""
"BrachypodiumPlate5","G07",""
"BrachypodiumPlate5","G08",""
"BrachypodiumPlate5","G09",""
"BrachypodiumPlate5","G10",""
"BrachypodiumPlate5","G11",""
"BrachypodiumPlate5","G12",""
"BrachypodiumPlate5","H01",""
"BrachypodiumPlate5","H02",""
"BrachypodiumPlate5","H03",""
"BrachypodiumPlate5","H04",""
"BrachypodiumPlate5","H05",""
"BrachypodiumPlate5","H06",""
"BrachypodiumPlate5","H07",""
"BrachypodiumPlate5","H08",""
"BrachypodiumPlate5","H09",""
"BrachypodiumPlate5","H10",""
"BrachypodiumPlate5","H11",""
"BrachypodiumPlate5","H12",""
"BrachypodiumPlate5_PstI","A01","Bdis03-11"
"BrachypodiumPlate5_PstI","A02","Bdis03-12"
"BrachypodiumPlate5_PstI","A03","Bdis03-13"
"BrachypodiumPlate5_PstI","A04","Bdis03-14"
"BrachypodiumPlate5_PstI","A05","Bdis03-15"
"BrachypodiumPlate5_PstI","A06","Bdis03-16"
"BrachypodiumPlate5_PstI","A07","Bdis03-17"
"BrachypodiumPlate5_PstI","A08","Bdis03-18"
"BrachypodiumPlate5_PstI","A09","Bdis03-19"
"BrachypodiumPlate5_PstI","A10","Bdis05-11"
"BrachypodiumPlate5_PstI","A11","Bdis05-12"
"BrachypodiumPlate5_PstI","A12","blank"
"BrachypodiumPlate5_PstI","B01","Bdis05-14"
"BrachypodiumPlate5_PstI","B02","Bdis05-15"
"BrachypodiumPlate5_PstI","B03","Bdis05-16"
"BrachypodiumPlate5_PstI","B04","Bdis05-17"
"BrachypodiumPlate5_PstI","B05","Bdis05-18"
"BrachypodiumPlate5_PstI","B06","Bdis05-19"
"BrachypodiumPlate5_PstI","B07","Bdis22-11"
"BrachypodiumPlate5_PstI","B08","Bdis22-12"
"BrachypodiumPlate5_PstI","B09","blank"
"BrachypodiumPlate5_PstI","B10","Bdis22-14"
"BrachypodiumPlate5_PstI","B11","Bdis22-15"
"BrachypodiumPlate5_PstI","B12","blank"
"BrachypodiumPlate5_PstI","C01","Bdis22-17"
"BrachypodiumPlate5_PstI","C02","Bdis22-18"
"BrachypodiumPlate5_PstI","C03","Bdis22-19"
"BrachypodiumPlate5_PstI","C04","Bdis23-11"
"BrachypodiumPlate5_PstI","C05","Bdis23-12"
"BrachypodiumPlate5_PstI","C06","Bdis23-13"
"BrachypodiumPlate5_PstI","C07","Bdis23-14"
"BrachypodiumPlate5_PstI","C08","Bdis23-15"
"BrachypodiumPlate5_PstI","C09","Bdis23-16"
"BrachypodiumPlate5_PstI","C10","Bdis23-17"
"BrachypodiumPlate5_PstI","C11","Bdis25-11"
"BrachypodiumPlate5_PstI","C12","blank"
"BrachypodiumPlate5_PstI","D01","Bdis25-13"
"BrachypodiumPlate5_PstI","D02","Bdis28-11"
"BrachypodiumPlate5_PstI","D03","Bdis28-12"
"BrachypodiumPlate5_PstI","D04","Bdis28-13"
"BrachypodiumPlate5_PstI","D05","Bdis28-14"
"BrachypodiumPlate5_PstI","D06","Bdis28-15"
"BrachypodiumPlate5_PstI","D07","Bdis28-16"
"BrachypodiumPlate5_PstI","D08","Bdis28-17"
"BrachypodiumPlate5_PstI","D09","Bdis28-18"
"BrachypodiumPlate5_PstI","D10","Bdis28-19"
"BrachypodiumPlate5_PstI","D11","Bdis28-20"
"BrachypodiumPlate5_PstI","D12","Bdis31-11"
"BrachypodiumPlate5_PstI","E01","Bdis31-12"
"BrachypodiumPlate5_PstI","E02","Bdis31-13"
"BrachypodiumPlate5_PstI","E03","Bdis31-14"
"BrachypodiumPlate5_PstI","E04","Bdis31-15"
"BrachypodiumPlate5_PstI","E05","Bdis31-16"
"BrachypodiumPlate5_PstI","E06","Bdis31-17"
"BrachypodiumPlate5_PstI","E07","Bdis31-18"
"BrachypodiumPlate5_PstI","E08","Bdis31-19"
"BrachypodiumPlate5_PstI","E09","Bdis31-20"
"BrachypodiumPlate5_PstI","E10","Bdis32-11"
"BrachypodiumPlate5_PstI","E11","Bdis32-12"
"BrachypodiumPlate5_PstI","E12","Bdis32-13"
"BrachypodiumPlate5_PstI","F01","Bdis32-14"
"BrachypodiumPlate5_PstI","F02","Bdis32-15"
"BrachypodiumPlate5_PstI","F03","Bdis32-16"
"BrachypodiumPlate5_PstI","F04","Bdis32-17"
"BrachypodiumPlate5_PstI","F05","Bdis32-18"
"BrachypodiumPlate5_PstI","F06","Bdis32-19"
"BrachypodiumPlate5_PstI","F07","blank"
"BrachypodiumPlate5_PstI","F08","blank"
"BrachypodiumPlate5_PstI","F09","blank"
"BrachypodiumPlate5_PstI","F10","blank"
"BrachypodiumPlate5_PstI","F11","blank"
"BrachypodiumPlate5_PstI","F12","blank"
"BrachypodiumPlate5_PstI","G01","blank"
"BrachypodiumPlate5_PstI","G02","blank"
"BrachypodiumPlate5_PstI","G03","blank"
"BrachypodiumPlate5_PstI","G04","blank"
"BrachypodiumPlate5_PstI","G05","Bdis05-13"
"BrachypodiumPlate5_PstI","G06","Bdis22-16"
"BrachypodiumPlate5_PstI","G07","Bdis25-12"
"BrachypodiumPlate5_PstI","G08","Bdis22-13"
"BrachypodiumPlate5_PstI","G09","blank"
"BrachypodiumPlate5_PstI","G10","blank"
"BrachypodiumPlate5_PstI","G11","blank"
"BrachypodiumPlate5_PstI","G12","blank"
"BrachypodiumPlate5_PstI","H01","blank"
"BrachypodiumPlate5_PstI","H02","blank"
"BrachypodiumPlate5_PstI","H03","blank"
"BrachypodiumPlate5_PstI","H04","blank"
"BrachypodiumPlate5_PstI","H05","blank"
"BrachypodiumPlate5_PstI","H06","blank"
"BrachypodiumPlate5_PstI","H07","blank"
"BrachypodiumPlate5_PstI","H08","blank"
"BrachypodiumPlate5_PstI","H09","blank"
"BrachypodiumPlate5_PstI","H10","blank"
"BrachypodiumPlate5_PstI","H11","blank"
"BrachypodiumPlate5_PstI","H12","blank"
"BrachypodiumPlate6","A01","CFWA-1"
"BrachypodiumPlate6","A02","BdTR-8c"
"BrachypodiumPlate6","A03","LAL5-2out"
"BrachypodiumPlate6","A04","BDTR-13o"
"BrachypodiumPlate6","A05","KAH-3"
"BrachypodiumPlate6","A06","CFWA-2"
"BrachypodiumPlate6","A07","MDB-7o"
"BrachypodiumPlate6","A08","Kah-3x10b"
"BrachypodiumPlate6","A09","10bx2s"
"BrachypodiumPlate6","A10","2sx5m"
"BrachypodiumPlate6","A11","Koz-4x1f"
"BrachypodiumPlate6","A12","NAR-2"
"BrachypodiumPlate6","B01","NAR-7"
"BrachypodiumPlate6","B02","KJP-7"
"BrachypodiumPlate6","B03","KJP-3"
"BrachypodiumPlate6","B04","KJP-2"
"BrachypodiumPlate6","B05","LAL-4"
"BrachypodiumPlate6","B06","MEL-8"
"BrachypodiumPlate6","B07","MEL-1"
"BrachypodiumPlate6","B08","MEL-2"
"BrachypodiumPlate6","B09","MRY-4"
"BrachypodiumPlate6","B10","MRY-8"
"BrachypodiumPlate6","B11","NLD-5"
"BrachypodiumPlate6","B12","NRD-1"
"BrachypodiumPlate6","C01","OSB-1"
"BrachypodiumPlate6","C02","OSB-2"
"BrachypodiumPlate6","C03","PRI-8"
"BrachypodiumPlate6","C04","PRI-1"
"BrachypodiumPlate6","C05","PRI-2"
"BrachypodiumPlate6","C06","QUO-1"
"BrachypodiumPlate6","C07","QUO-3"
"BrachypodiumPlate6","C08","RED-10"
"BrachypodiumPlate6","C09","RED-1"
"BrachypodiumPlate6","C10","RUP-1"
"BrachypodiumPlate6","C11","RWR-8"
"BrachypodiumPlate6","C12","RWR-10"
"BrachypodiumPlate6","D01","WTP-1"
"BrachypodiumPlate6","D02","YER-8"
"BrachypodiumPlate6","D03","YER-3"
"BrachypodiumPlate6","D04","YER-7"
"BrachypodiumPlate6","D05","Bsta24-2"
"BrachypodiumPlate6","D06","ABR114-1"
"BrachypodiumPlate6","D07","Bdis403-1"
"BrachypodiumPlate6","D08","Bdis402-1"
"BrachypodiumPlate6","D09","BD1-1"
"BrachypodiumPlate6","D10","MEN-2029"
"BrachypodiumPlate6","D11","ALM-1"
"BrachypodiumPlate6","D12","BLY1-9"
"BrachypodiumPlate6","E01","BLY1-6"
"BrachypodiumPlate6","E02","BLY2-10"
"BrachypodiumPlate6","E03","BRO4-1"
"BrachypodiumPlate6","E04","BRO1-1"
"BrachypodiumPlate6","E05","BRO2-7"
"BrachypodiumPlate6","E06","BUR-7"
"BrachypodiumPlate6","E07","BUR-1"
"BrachypodiumPlate6","E08","CFW-5"
"BrachypodiumPlate6","E09","CFW-3"
"BrachypodiumPlate6","E10","CFW-8"
"BrachypodiumPlate6","E11","BLA-10"
"BrachypodiumPlate6","E12","BLA-1"
"BrachypodiumPlate6","F01","SLK-7"
"BrachypodiumPlate6","F02","SPA-2"
"BrachypodiumPlate6","F03","SPA-5"
"BrachypodiumPlate6","F04","THE-3"
"BrachypodiumPlate6","F05","THE-8"
"BrachypodiumPlate6","F06","URA-1"
"BrachypodiumPlate6","F07","URA-7"
"BrachypodiumPlate6","F08","WAG-8"
"BrachypodiumPlate6","F09","WOL1-8"
"BrachypodiumPlate6","F10","WOL1-4"
"BrachypodiumPlate6","F11","WLE-1"
"BrachypodiumPlate6","F12","WTP-8"
"BrachypodiumPlate6","G01","EAH-2"
"BrachypodiumPlate6","G02","EGL-10"
"BrachypodiumPlate6","G03","EGL-7"
"BrachypodiumPlate6","G04","ELI-10"
"BrachypodiumPlate6","G05","ELI-1"
"BrachypodiumPlate6","G06","ELM-2"
"BrachypodiumPlate6","G07","ELM-8"
"BrachypodiumPlate6","G08","WLW-2"
"BrachypodiumPlate6","G09","GWW-2"
"BrachypodiumPlate6","G10","GWW-10"
"BrachypodiumPlate6","G11","GUL1-8"
"BrachypodiumPlate6","G12","GUL1-2"
"BrachypodiumPlate6","H01","GUL1-3"
"BrachypodiumPlate6","H02","GUL2-8"
"BrachypodiumPlate6","H03","GUL3-1"
"BrachypodiumPlate6","H04","GUL3-8"
"BrachypodiumPlate6","H05","GRM-6"
"BrachypodiumPlate6","H06","GRM-8"
"BrachypodiumPlate6","H07","HOS-2"
"BrachypodiumPlate6","H08","HOS-10"
"BrachypodiumPlate6","H09","JIN-4"
"BrachypodiumPlate6","H10","JIN-6"
"BrachypodiumPlate6","H11","KEI-1"
"BrachypodiumPlate6","H12","KEI-5"
"BrachypodiumPlate7","A01","ABR7"
"BrachypodiumPlate7","A02","Bdis05-7"
"BrachypodiumPlate7","A03","BdTR-4g"
"BrachypodiumPlate7","A04","BdTR-2i"
"BrachypodiumPlate7","A05","BdTR-5m"
"BrachypodiumPlate7","A06","Bd2-3"
"BrachypodiumPlate7","A07","Adi-8"
"BrachypodiumPlate7","A08","Adi-3"
"BrachypodiumPlate7","A09","Bsta25"
"BrachypodiumPlate7","A10","BdTR-1e"
"BrachypodiumPlate7","A11","BdTR-2d"
"BrachypodiumPlate7","A12","Adi-10"
"BrachypodiumPlate7","B01","BdTR-1d"
"BrachypodiumPlate7","B02","BdTR-12c"
"BrachypodiumPlate7","B03","Bis-1"
"BrachypodiumPlate7","B04","Gaz-8"
"BrachypodiumPlate7","B05","CFW5.1"
"BrachypodiumPlate7","B06","Bdis03-1"
"BrachypodiumPlate7","B07","BdTR-9g"
"BrachypodiumPlate7","B08","Abz1021"
"BrachypodiumPlate7","B09","Bd21-1"
"BrachypodiumPlate7","B10","BdTR-10g"
"BrachypodiumPlate7","B11","Bdis28-2"
"BrachypodiumPlate7","B12","BdTR-10o"
"BrachypodiumPlate7","C01","BdTR-2r"
"BrachypodiumPlate7","C02","BdTR-5c"
"BrachypodiumPlate7","C03","BdTR-10j"
"BrachypodiumPlate7","C04","SPA4.2"
"BrachypodiumPlate7","C05","Bdis403-3"
"BrachypodiumPlate7","C06","NLD2.1"
"BrachypodiumPlate7","C07","BdTR-11a"
"BrachypodiumPlate7","C08","CAS2003"
"BrachypodiumPlate7","C09","GUL2-2.1"
"BrachypodiumPlate7","C10","BdTR-3m"
"BrachypodiumPlate7","C11","1930"
"BrachypodiumPlate7","C12","ABR5"
"BrachypodiumPlate7","D01","GAZ-6"
"BrachypodiumPlate7","D02","BdTR-12a"
"BrachypodiumPlate7","D03","Arn1"
"BrachypodiumPlate7","D04","Adi-16"
"BrachypodiumPlate7","D05","GAZ-1"
"BrachypodiumPlate7","D06","Adi-11 (624)"
"BrachypodiumPlate7","D07","Arn1018"
"BrachypodiumPlate7","D08","ISK-p7"
"BrachypodiumPlate7","D09","LAL-3.2"
"BrachypodiumPlate7","D10","Bdis-25-1"
"BrachypodiumPlate7","D11","Bdis25-5"
"BrachypodiumPlate7","D12","YER-5.2"
"BrachypodiumPlate7","E01","BdTR-9e"
"BrachypodiumPlate7","E02","BUR-2.2"
"BrachypodiumPlate7","E03","YER-2.1"
"BrachypodiumPlate7","E04","BAL1020"
"BrachypodiumPlate7","E05","RWR-4.1"
"BrachypodiumPlate7","E06","BdTR-5i"
"BrachypodiumPlate7","E07","Bdis05-9"
"BrachypodiumPlate7","E08","WLW-5.2"
"BrachypodiumPlate7","E09","BDIS-03-9"
"BrachypodiumPlate7","E10","BdTR-10n"
"BrachypodiumPlate7","E11","BdTR-13b"
"BrachypodiumPlate7","E12","BdTR-13m"
"BrachypodiumPlate7","F01","BdTR-13o"
"BrachypodiumPlate7","F02","BdTR-2o"
"BrachypodiumPlate7","F03","BRO-6.2"
"BrachypodiumPlate7","F04","Bdis23-2"
"BrachypodiumPlate7","F05","Bdis22-10"
"BrachypodiumPlate7","F06","OSB-5.1"
"BrachypodiumPlate7","F07","GUL3-5.2"
"BrachypodiumPlate7","F08","Bdis-22-1"
"BrachypodiumPlate7","F09","ISK-P2"
"BrachypodiumPlate7","F10","ISK-P4"
"BrachypodiumPlate7","F11","BdTR-4c"
"BrachypodiumPlate7","F12","CFW-8.2"
"BrachypodiumPlate7","G01","Bd21-3"
"BrachypodiumPlate7","G02","EAH-B"
"BrachypodiumPlate7","G03","GWW-1.2o"
"BrachypodiumPlate7","G04","UKR-99-81"
"BrachypodiumPlate7","G05","BIL-B"
"BrachypodiumPlate7","G06","Kah-1"
"BrachypodiumPlate7","G07","Bd1-1"
"BrachypodiumPlate7","G08","Bd23-1"
"BrachypodiumPlate7","G09","GRM-6.1"
"BrachypodiumPlate7","G10","Tek-7"
"BrachypodiumPlate7","G11","BdTR-3n"
"BrachypodiumPlate7","G12","MAI-8.1o"
"BrachypodiumPlate7","H01","Kah-4"
"BrachypodiumPlate7","H02","BdTR-7a"
"BrachypodiumPlate7","H03","Adi-1"
"BrachypodiumPlate7","H04","NLD-8.1"
"BrachypodiumPlate7","H05","Tek-4"
"BrachypodiumPlate7","H06","Kah-6"
"BrachypodiumPlate7","H07","JIN-B"
"BrachypodiumPlate7","H08","Bdis23-1"
"BrachypodiumPlate7","H09","Koz-3"
"BrachypodiumPlate7","H10","ABR114"
"BrachypodiumPlate7","H11","Bdis32-2"
"BrachypodiumPlate7","H12","URA-B"
"BrachypodiumPlate8","A01","Tek-3"
"BrachypodiumPlate8","A02","Bdis22-6"
"BrachypodiumPlate8","A03","BdtR-8a"
"BrachypodiumPlate8","A04","ALM-B"
"BrachypodiumPlate8","A05","UKR-99-137"
"BrachypodiumPlate8","A06","BD28-1"
"BrachypodiumPlate8","A07","BAL-P1"
"BrachypodiumPlate8","A08","4006"
"BrachypodiumPlate8","A09","Bdis31-18"
"BrachypodiumPlate8","A10","Bd27-1"
"BrachypodiumPlate8","A11","Bd4-1"
"BrachypodiumPlate8","A12","BdTR-3o"
"BrachypodiumPlate8","B01","Bd8-1"
"BrachypodiumPlate8","B02","Bd19-2"
"BrachypodiumPlate8","B03","Bd14-1"
"BrachypodiumPlate8","B04","QUO-B"
"BrachypodiumPlate8","B05","Bd6-1"
"BrachypodiumPlate8","B06","Bd18-1"
"BrachypodiumPlate8","B07","BdTR-3p"
"BrachypodiumPlate8","B08","THE-B"
"BrachypodiumPlate8","B09","Bd15-1"
"BrachypodiumPlate8","B10","Uni-2"
"BrachypodiumPlate8","B11","Bd20-1"
"BrachypodiumPlate8","B12","HOS-B"
"BrachypodiumPlate8","C01","ISK-P7"
"BrachypodiumPlate8","C02","MEL-7.1"
"BrachypodiumPlate8","C03","Bd3-1"
"BrachypodiumPlate8","C04","BdTR-4j"
"BrachypodiumPlate8","C05","Bdis31-16"
"BrachypodiumPlate8","C06","PRI-B"
"BrachypodiumPlate8","C07","Adi-9"
"BrachypodiumPlate8","C08","ELM-B"
"BrachypodiumPlate8","C09","NAR-6.2"
"BrachypodiumPlate8","C10","SLK-B"
"BrachypodiumPlate8","C11","RUP-B"
"BrachypodiumPlate8","C12","Adi-6"
"BrachypodiumPlate8","D01","Adi-15"
"BrachypodiumPlate8","D02","BLA-B"
"BrachypodiumPlate8","D03","Koz-2"
"BrachypodiumPlate8","D04","WOL-B"
"BrachypodiumPlate8","D05","BRO-B"
"BrachypodiumPlate8","D06","Bsta24-2"
"BrachypodiumPlate8","D07","Adi-18"
"BrachypodiumPlate8","D08","BAL-P2"
"BrachypodiumPlate8","D09","BDTR-11E"
"BrachypodiumPlate8","D10","BAL-P7"
"BrachypodiumPlate8","D11",""
"BrachypodiumPlate8","D12",""
"BrachypodiumPlate8","E01",""
"BrachypodiumPlate8","E02",""
"BrachypodiumPlate8","E03",""
"BrachypodiumPlate8","E04",""
"BrachypodiumPlate8","E05",""
"BrachypodiumPlate8","E06",""
"BrachypodiumPlate8","E07",""
"BrachypodiumPlate8","E08",""
"BrachypodiumPlate8","E09",""
"BrachypodiumPlate8","E10",""
"BrachypodiumPlate8","E11",""
"BrachypodiumPlate8","E12",""
"BrachypodiumPlate8","F01",""
"BrachypodiumPlate8","F02",""
"BrachypodiumPlate8","F03",""
"BrachypodiumPlate8","F04",""
"BrachypodiumPlate8","F05",""
"BrachypodiumPlate8","F06",""
"BrachypodiumPlate8","F07",""
"BrachypodiumPlate8","F08",""
"BrachypodiumPlate8","F09",""
"BrachypodiumPlate8","F10",""
"BrachypodiumPlate8","F11",""
"BrachypodiumPlate8","F12",""
"BrachypodiumPlate8","G01",""
"BrachypodiumPlate8","G02",""
"BrachypodiumPlate8","G03",""
"BrachypodiumPlate8","G04",""
"BrachypodiumPlate8","G05",""
"BrachypodiumPlate8","G06",""
